,id
435,70496137
436,12901712
437,60783724
438,28406270
439,294225689
440,496179182
441,20944497
442,18247062
443,1561608704
444,16146515
445,94163495
446,182884481
447,140602459
448,14260960
449,3240143771
450,748657443257864192
451,822517901294845953
452,25605494
453,231215321
454,54208274
455,44134773
456,1286312880
457,182503471
458,205864193
459,48802204
460,158426909
461,15224867
462,16129920
463,4207961
464,36711022
465,141763358
466,120180668
467,33542348
468,122264472
469,110445334
470,15473958
471,18227519
472,21619519
473,23970102
474,16031927
475,216299334
476,22203756
477,78085410
478,217749896
479,13829492
480,14935643
481,32002507
482,16259973
483,351610831
484,27547277
485,1226199920
486,16456599
487,75051887
488,711188856943411200
489,52136185
490,52544275
491,1131634638
492,108471631
493,39344374
494,4121225056
495,39349894
496,3047722897
497,471672239
498,2842656990
499,3326996715
500,3032997056
501,29493065
502,15894470
503,47797696
504,14369314
505,153833998
506,47796779
507,31176167
508,14140913
509,46655547
510,22155975
511,71626760
512,18363030
513,18667222
514,57018084
515,1902773580
516,293065451
517,54620194
518,29267436
519,64510593
520,44458662
521,44380442
522,148806536
523,18688714
524,3144074117
525,229155805
526,39525554
527,64789766
528,18486881
529,36471939
530,29471556
531,326507914
532,19407053
533,16896485
534,621523
535,14800270
536,25053299
537,2884771
538,87818409
539,28140646
540,104237736
541,56413858
542,2097571
543,16184358
544,67358777
545,15110357
546,2836421
547,91478624
548,18949452
549,1206780888
550,117105809
551,28142795
552,579446082
553,48382717
554,351905927
555,351049789
556,168774634
557,38769433
558,2801780500
559,132235973
560,2911317680
561,172858784
562,21401523
563,165832868
564,348021050
565,595024629
566,733297914
567,200607519
568,4466934792
569,552935039
570,1536791610
571,822215679726100480
572,1339835893
573,718672963
574,299802277
575,14134204
576,18904582
577,18938646
578,1163006736
579,2966970788
580,363561760
581,747807250819981312
582,114761840
583,27801361
584,4280823989
585,28758060
586,54300306
587,108762374
588,63796828
589,28008058
590,1402143882
591,45726250
592,52029429
593,40050007
594,238259855
595,297532865
596,24622734
597,395866411
598,550373091
599,229905252
600,33785499
601,234306659
602,707559273044250625
603,20593022
604,720526703295143937
605,112483100
606,119519975
607,378615091
608,16598957
609,15463435
610,20046064
611,1871705270
612,94483582
613,20253024
614,704842729
615,125601462
616,2164894886
617,79570831
618,77006492
619,63354862
620,712143917362221057
621,17899957
622,1908527322
623,369031482
624,620733
625,16370204
626,44260045
627,14486811
628,17297279
629,2248538251
630,19674502
631,15973392
632,3027056799
633,15459894
634,95934097
635,237778292
636,25609013
637,3118832582
638,285128055
639,361517390
640,21904990
641,1566494670
642,907213880
643,134891395
644,607867793
645,2952456816
646,108698830
647,14200211
648,7846
649,16664681
650,21129234
651,60204807
652,1482651422
653,604949797
654,97028131
655,14763734
656,8357192
657,20926184
658,4216345101
659,26199079
660,847396122
661,164713706
662,822984456
663,360721656
664,578682596
665,30846361
666,2185766400
667,73147282
668,14885549
669,112243365
670,17446621
671,17525171
672,5721862
673,254371868
674,178098376
675,6327192
676,14772687
677,16692411
678,3597772935
679,193930027
680,2916305152
681,29789545
682,15081182
683,1304696558
684,2283918524
685,111832673
686,90570778
687,135249573
688,31126587
689,45866144
690,131276801
691,178924925
692,249405726
693,276316821
694,1933042237
695,14159257
696,2949935740
697,14645160
698,335538600
699,18655484
700,76966092
701,53210455
702,33268989
703,82408312
704,351143924
705,351148755
706,349246690
707,347292182
708,351133597
709,351146388
710,351061965
711,344931026
712,349291489
713,346088812
714,346090893
715,346105501
716,351895346
717,351892655
718,349287347
719,404179950
720,351900962
721,407963174
722,344872440
723,344932511
724,351897105
725,394797701
726,347505959
727,211635204
728,349137313
729,18195463
730,343452680
731,459362054
732,8207402
733,22219344
734,2810148210
735,547095036
736,16000711
737,69327888
738,2180688258
739,1700426708
740,49311606
741,106284107
742,20289614
743,29718312
744,21509741
745,9403772
746,21369622
747,2913397629
748,29862631
749,2987859993
750,385451544
751,28735118
752,31176345
753,142079470
754,70725288
755,42806340
756,29301034
757,16994976
758,41637913
759,411160849
760,26809930
761,1942842451
762,932602710
763,278606054
764,1323714788
765,234905402
766,21514744
767,361641258
768,10575532
769,1397871781
770,2232255944
771,60102709
772,2615738922
773,2193279297
774,22522178
775,2147978706
776,31927467
777,28152504
778,41187505
779,119166791
780,202790178
781,1610417472
782,2783713411
783,213941758
784,108849858
785,327339464
786,248053702
787,110639889
788,247837143
789,3042711
790,2693555376
791,18643203
792,277546050
793,80676273
794,25321854
795,252763592
796,28097850
797,205872648
798,262795198
799,259387703
800,2245603687
801,39264827
802,15914010
803,16246911
804,20829404
805,851544830
806,14192558
807,262715810
808,19428773
809,113390318
810,49364938
811,1965248900
812,23079749
813,39551392
814,19373710
815,69469543
816,499154896
817,22536055
818,44462693
819,33620318
820,346605206
821,123633259
822,64083835
823,322691031
824,2959190477
825,292929271
826,17217639
827,2250592015
828,21158097
829,308573576
830,2485930448
831,97190495
832,7717612
833,17813899
834,18682917
835,15648399
836,24059329
837,52324807
838,285955950
839,459601671
840,17566505
841,3073461547
842,431071870
843,16871965
844,168272243
845,17629628
846,22177599
847,15724503
848,253266249
849,94366606
850,121849657
851,789528672
852,53417856
853,66472414
854,2927758254
855,17723643
856,2755277992
857,68538881
858,26659703
859,57441243
860,3030984291
861,17395556
862,2281144579
863,2962377712
864,210530552
865,69137871
866,403265959
867,1576688796
868,2255460432
869,23974217
870,274673392
871,2787610574
872,19474596
873,69453149
874,242822343
875,3015040261
876,284241195
877,15933690
878,7195902
879,2386279670
880,316277438
881,2267151265
882,137159973
883,164386441
884,29309901
885,1534682449
886,2422442654
887,1537711831
888,20490840
889,2875343207
890,253663760
891,18951152
892,793938614
893,93736499
894,1656086203
895,111060879
896,221632525
897,232698219
898,2978057428
899,247104242
900,30956116
901,46954727
902,334211333
903,2667731597
904,321536046
905,180521779
906,14886641
907,25525507
908,62965429
909,205398680
910,28098676
911,21256943
912,37687633
913,250884927
914,226631680
915,30031547
916,128126054
917,241318160
918,1337085834
919,1333013496
920,22951310
921,479061052
922,34753695
923,278179989
924,45931083
925,70461418
926,858983125
927,216874188
928,144892700
929,60349138
930,137455381
931,477346439
932,20468205
933,64839576
934,360331710
935,170404126
936,14803267
937,308585655
938,119997243
939,18367275
940,1070663911
941,36747038
942,34640004
943,21505705
944,17330748
945,15138829
946,184505595
947,2202143780
948,301422042
949,815256643
950,26592725
951,17239947
952,77530645
953,232268199
954,94129050
955,134846593
956,315366311
957,2254107613
958,15382077
959,27878344
960,2200401781
961,15635604
962,18267597
963,168730996
964,511026754
965,375391308
966,15744118
967,236843945
968,126051220
969,440465804
970,18083786
971,1146209714
972,15919988
973,2473070484
974,166211200
975,1534663410
976,37861434
977,56702136
978,175711277
979,16687357
980,29781852
981,121941652
982,25645004
983,2286978581
984,70987052
985,234489403
986,2402548327
987,57440214
988,46691793
989,577255709
990,2332096004
991,18793603
992,15086508
993,272161214
994,28160998
995,208120290
996,44783853
997,146569971
998,17885166
999,17997467
1000,83529162
1001,52422878
1002,88703900
1003,19634351
1004,22921063
1005,462865990
1006,18999969
1007,7401202
1008,21212604
1009,23937894
1010,19040580
1011,384978732
1012,16973333
1013,2337174692
1014,38502647
1015,19626006
1016,2462301050
1017,260851382
1018,93957809
1019,20571756
1020,370238655
1021,27517900
1022,97966078
1023,293939227
1024,19316312
1025,321846046
1026,16409210
1027,53489892
1028,77846920
1029,102134401
1030,107087487
1031,15163212
1032,84181532
1033,41141448
1034,291955344
1035,39888522
1036,25439493
1037,1969454683
1038,73437108
1039,5613242
1040,140872924
1041,26628312
1042,128449146
1043,300923308
1044,771705403
1045,2371584896
1046,15386553
1047,35002876
1048,950304980
1049,22396743
1050,14007532
1051,2372364212
1052,596792665
1053,15518560
1054,15299806
1055,35321899
1056,15679849
1057,1389982490
1058,37590426
1059,209720457
1060,44071511
1061,248001658
1062,18345963
1063,2665593223
1064,286813677
1065,20763870
1066,190777222
1067,36526751
1068,125499355
1069,92580704
1070,465877238
1071,123857277
1072,59042052
1073,41814686
1074,48335027
1075,29448386
1076,2255223618
1077,305805325
1078,19010715
1079,14304618
1080,8834882
1081,30882216
1082,24736925
1083,1834354646
1084,525447260
1085,17029679
1086,93963456
1087,14352430
1088,12795662
1089,221302881
1090,17877703
1091,1050597344
1092,20272083
1093,599356686
1094,14507115
1095,17450392
1096,45516436
1097,34734762
1098,609308872
1099,20097362
1100,10433782
1101,14110654
1102,531643363
1103,210684204
1104,30337635
1105,2445982819
1106,20089947
1107,17615294
1108,2657032887
1109,57799972
1110,13895312
1111,239733208
1112,22190668
1113,66492948
1114,1416895657
1115,18576537
1116,6036422
1117,130426530
1118,76661851
1119,1015962704
1120,2468525089
1121,118245138
1122,602317143
1123,237845487
1124,15227791
1125,25118088
1126,21038394
1127,1586501
1128,414977064
1129,384587314
1130,29054836
1131,306572739
1132,24905161
1133,398105585
1134,2341020134
1135,247090698
1136,137288990
1137,2474570605
1138,1442375030
1139,15040988
1140,17918891
1141,20802277
1142,191750596
1143,18691824
1144,190388631
1145,40297195
1146,117662694
1147,18244358
1148,22692199
1149,17842366
1150,17471979
1151,18665800
1152,14293310
1153,4898091
1154,5988062
1155,624413
1156,18639734
1157,21323268
1158,2393520912
1159,14479399
1160,40934973
1161,16871671
1162,153561471
1163,1955304260
1164,41645226
1165,28610770
1166,60868231
1167,66124383
1168,582050434
1169,1071596678
1170,153966123
1171,472449404
1172,14677012
1173,18080048
1174,2252792184
1175,91854488
1176,2484691922
1177,41754227
1178,17000457
1179,89517005
1180,24741685
1181,2142731
1182,56505125
1183,243381107
1184,382267114
1185,15818391
1186,24727891
1187,16425197
1188,15670515
1189,22209176
1190,159223609
1191,605805760
1192,15441074
1193,819999
1194,817209
1195,14277276
1196,3754891
1197,5520332
1198,33846451
1199,185808487
1200,24775410
1201,27814665
1202,168857946
1203,1081
1204,2459371
1205,38679388
1206,14749606
1207,7144422
1208,112236047
1209,972651
1210,2893971
1211,816653
1212,60642052
1213,419710142
1214,424465765
1215,119553151
1216,16214885
1217,2542295557
1218,44405877
1219,83751125
1220,594175112
1221,185728888
1222,14620190
1223,17338082
1224,1394399438
1225,1713619561
1226,64870180
1227,140099337
1228,264834791
1229,31372089
1230,451586190
1231,250445299
1232,14096763
1233,5746402
1234,602386160
1235,177431446
1236,33574174
1237,6385432
1238,2233565276
1239,16444606
1240,5943622
1241,49920069
1242,2346038562
1243,528592556
1244,1484162798
1245,115490380
1246,509076440
1247,112288331
1248,163864880
1249,1920498750
1250,2308762898
1251,601270110
1252,481647429
1253,36511031
1254,14276189
1255,36843988
1256,15492359
1257,22021097
1258,254690342
1259,868842565
1260,16186995
1261,3439831
1262,17333183
1263,16679529
1264,16573941
1265,380533095
1266,23818581
1267,1400717330
1268,144748652
1269,469194846
1270,633307387
1271,2735591
1272,571202103
1273,17950109
1274,9085532
1275,191250884
1276,16469809
1277,149180925
1278,13058772
1279,14
1280,86107125
1281,339754154
1282,18994034
1283,3108351
1284,501386735
1285,275686563
1286,16732770
1287,451466991
1288,1427850554
1289,119714092
1290,2363571
1291,688483
1292,354847710
1293,28172926
1294,2261261
1295,14276622
1296,290890104
1297,55337276
1298,21761808
1299,1603818258
1300,1534167900
1301,390932225
1302,66369206
1303,10228272
1304,52484614
1305,74286565
1306,20640328
1307,237548529
1308,23145316
1309,29795220
1310,147666931
1311,36783881
1312,14253109
1313,210910437
1314,48083190
1315,16923851
1316,168862231
1317,63787812
1318,16532451
1319,19674395
1320,86364947
1321,1327359720
1322,38271276
1323,1726654345
1324,562995991
1325,6604072
1326,16870853
1327,15085591
1328,15837725
1329,39364684
1330,22575307
1331,28096105
1332,242288569
1333,17384343
1334,735021824
1335,7776812
1336,50150797
1337,194992547
1338,1025521
1339,1583926536
1340,420541470
1341,587814366
1342,580641304
1343,43131514
1344,22552462
1345,7433772
1346,8962882
1347,291823814
1348,2477771978
1349,264465201
1350,38851375
1351,575222052
1352,199415887
1353,399480083
1354,19351024
1355,16928486
1356,23615171
1357,25643910
1358,105915404
1359,700595030
1360,332817280
1361,2448260658
1362,89587925
1363,2439117024
1364,99745205
1365,34176543
1366,16549997
1367,819838633
1368,44773967
1369,39363407
1370,2455773103
1371,15996830
1372,19781200
1373,354948782
1374,7712452
1375,9300262
1376,1917731
1377,16955517
1378,16012783
1379,518591741
1380,49734054
1381,101967263
1382,17375583
1383,18678121
1384,182831456
1385,17240190
1386,534392656
1387,73424828
1388,14288359
1389,14063721
1390,65127962
1391,817386
1392,17904776
1393,32410378
1394,47678782
1395,24430035
1396,823860
1397,367287626
1398,15288587
1399,28145010
1400,455309376
1401,62858030
1402,612715576
1403,14615371
1404,16334139
1405,285119407
1406,18943141
1407,33669105
1408,71034251
1409,18839731
1410,851144203
1411,461393290
1412,14338577
1413,21868272
1414,16814500
1415,25281326
1416,377515866
1417,122685408
1418,120837173
1419,16479174
1420,441998843
1421,22543404
1422,1020058453
1423,132646498
1424,746323
1425,17409240
1426,8775672
1427,20600214
1428,28576135
1429,19611483
1430,16129106
1431,54885400
1432,20874450
1433,38013977
1434,52197896
1435,27244789
1436,631787824
1437,132630648
1438,25475608
1439,25103967
1440,19106719
1441,49325537
1442,237933043
1443,115754870
1444,65948622
1445,211129994
1446,1615463502
1447,126397246
1448,126527489
1449,281124997
1450,818910970567344128
1451,325830217
1452,15007149
1453,14802104
1454,19517214
1455,22201082
1456,14313864
1457,219417123
1458,248900032
1459,106852355
1460,1131493854
1461,126004582
1462,216393832
1463,90918950
1464,14940354
1465,18725415
1466,1360891520
1467,121859001
1468,608438896
1469,162730866
1470,17033353
1471,210862000
1472,266152920
1473,289459291
1474,275686382
1475,205965649
1476,14825399
1477,2305428572
1478,1362368612
1479,69848216
1480,18641695
1481,12135162
1482,347455757
1483,18363768
1484,126007396
1485,32135630
1486,46598192
1487,22183090
1488,34755196
1489,185764972
1490,37737251
1491,256700716
1492,218289790
1493,119372054
1494,11755762
1495,27860681
1496,19040598
1497,87493961
1498,25098482
1499,102700680
1500,2291577360
1501,202003
1502,13475802
1503,1045751
1504,2244340904
1505,770729
1506,22843337
1507,5746452
1508,16120265
1509,14085854
1510,22411342
1511,1965662844
1512,569413508
1513,5763262
1514,43464013
1515,1344951
1516,7744592
1517,19834403
1518,14290415
1519,210758676
1520,586032653
1521,14560316
1522,22971826
1523,598142015
1524,308122184
1525,91192339
1526,22955113
1527,28528172
1528,19962813
1529,259739601
1530,1710753890
1531,373604983
1532,1501471
1533,36771809
1534,20867568
1535,76348185
1536,805154227
1537,377926713
1538,266594778
1539,198381553
1540,250772103
1541,701725963
1542,114617430
1543,25354370
1544,26831272
1545,14134141
1546,27954672
1547,25333609
1548,104446737
1549,17325090
1550,19374084
1551,16367980
1552,5976482
1553,119466953
1554,144350248
1555,157302478
1556,220799500
1557,153180731
1558,243574866
1559,15219854
1560,24740039
1561,1129829874
1562,400030620
1563,34212654
1564,23961487
1565,196417067
1566,23469766
1567,69579819
1568,296732870
1569,16100104
1570,281279326
1571,120242824
1572,17738785
1573,191603799
1574,8795772
1575,22948692
1576,133245413
1577,8204202
1578,57947388
1579,258741673
1580,9695312
1581,28319725
1582,39879120
1583,367815625
1584,289298863
1585,15621966
1586,138182116
1587,23055689
1588,754485
1589,15738599
1590,20571559
1591,22240612
1592,1952540521
1593,917228694
1594,19384480
1595,301230029
1596,260367515
1597,1217773032
1598,84623395
1599,632746363
1600,478200547
1601,314530954
1602,38732661
1603,2183118511
1604,1059044904
1605,246103
1606,33345091
1607,1617497238
1608,76173394
1609,349597360
1610,500042487
1611,22461427
1612,21681777
1613,633362990
1614,15693493
1615,182944102
1616,1413044760
1617,17291393
1618,636441598
1619,16519576
1620,250465029
1621,1649136702
1622,299865528
1623,159279277
1624,93723527
1625,402204969
1626,9534522
1627,19458841
1628,14075928
1629,14824849
1630,1969353457
1631,204832963
1632,1930883262
1633,153181367
1634,227332783
1635,737848638
1636,14703697
1637,1219155702
1638,123337390
1639,25255841
1640,1636590253
1641,8176352
1642,17957392
1643,19011374
1644,29100243
1645,27055034
1646,44908387
1647,22379521
1648,37479326
1649,362051343
1650,185854466
1651,24435284
1652,17393196
1653,450553651
1654,16145875
1655,14924166
1656,71584155
1657,40092284
1658,112682238
1659,48152707
1660,1678533038
1661,17565913
1662,65707359
1663,1924047018
1664,11348282
1665,1074480192
1666,70511174
1667,596893898
1668,4774881
1669,18215973
1670,16228398
1671,240112167
1672,28270653
1673,542793644
1674,1404590618
1675,257773267
1676,807095
1677,138494409
1678,15871628
1679,292758442
1680,36379126
1681,1531587290
1682,16945341
1683,12794362
1684,13159032
1685,24443284
1686,38187267
1687,136940919
1688,17521783
1689,22988916
1690,103065157
1691,278296577
1692,444471631
1693,1688868080
1694,16724361
1695,22642829
1696,61206798
1697,8940342
1698,422293154
1699,21025685
1700,1026814692
1701,16252233
1702,87165980
1703,151603912
1704,818927131883356161
1705,113420831
1706,39795522
1707,169558881
1708,21248379
1709,14093707
1710,29467516
1711,29845916
1712,19411787
1713,192081069
1714,77517639
1715,6073352
1716,1114741938
1717,44397881
1718,277165873
1719,262754149
1720,1682146092
1721,58793497
1722,1474656001
1723,224830000
1724,110541296
1725,36711678
1726,619247259
1727,14615871
1728,299890254
1729,218951054
1730,16878156
1731,594911608
1732,373373336
1733,29774968
1734,20179628
1735,66369181
1736,130649891
1737,27088056
1738,40093078
1739,61216579
1740,202235754
1741,138163749
1742,31413260
1743,135575282
1744,607270677
1745,79962986
1746,51252741
1747,87163912
1748,28599806
1749,37755455
1750,93224770
1751,44588224
1752,19355454
1753,23449774
1754,19332967
1755,24536705
1756,17072739
1757,15766628
1758,18166216
1759,35629711
1760,161023696
1761,1665672566
1762,14135350
1763,18638502
1764,444940567
1765,22018221
1766,67326853
1767,386631799
1768,27702153
1769,24723590
1770,11673662
1771,21244029
1772,281735859
1773,139974630
1774,271476647
1775,111708715
1776,39853973
1777,263197731
1778,15108530
1779,34713362
1780,26585095
1781,4278201
1782,109968678
1783,23082924
1784,739398746
1785,1220137028
1786,1463640632
1787,35830754
1788,12354832
1789,381603450
1790,46731542
1791,57978111
1792,153850397
1793,65415178
1794,113393450
1795,39523448
1796,2560911
1797,16845245
1798,15641417
1799,22666057
1800,23484039
1801,45975443
1802,260907612
1803,14062180
1804,17269615
1805,970364617
1806,38213241
1807,186164063
1808,259395895
1809,11857072
1810,49304503
1811,20109973
1812,257661436
1813,247723476
1814,222177693
1815,25360971
1816,260222978
1817,5402612
1818,89820928
1819,13652102
1820,17296996
1821,760602740
1822,41148729
1823,204924835
1824,15383116
1825,1632939548
1826,39166602
1827,82901279
1828,87602778
1829,254136706
1830,10419
1831,61853389
1832,615443591
1833,14497082
1834,166252256
1835,151106990
1836,55940991
1837,468703129
1838,37718217
1839,214141278
1840,22022528
1841,1161164964
1842,18077801
1843,111045930
1844,270673070
1845,1565840804
1846,65466158
1847,333667269
1848,282424464
1849,17355423
1850,17627971
1851,19275297
1852,270005139
1853,68008192
1854,63741526
1855,183368996
1856,76080355
1857,8241232
1858,342803375
1859,213670984
1860,224746842
1861,41418199
1862,252747758
1863,61197041
1864,19494001
1865,289043447
1866,16451013
1867,32782018
1868,1230100986
1869,21853138
1870,172893981
1871,17493787
1872,58837318
1873,245109227
1874,236026761
1875,21435963
1876,9507342
1877,18128725
1878,21252618
1879,22205213
1880,23002917
1881,52880122
1882,84692564
1883,86129724
1884,101754147
1885,14787085
1886,17934812
1887,21630029
1888,162140326
1889,160946337
1890,272317020
1891,145873325
1892,45928882
1893,39000115
1894,229889884
1895,151107015
1896,410244209
1897,31339382
1898,14534827
1899,16589206
1900,22938914
1901,20536157
1902,31311757
1903,33451842
1904,21998674
1905,67725628
1906,1322454770
1907,5695632
1908,15356187
1909,23189508
1910,21900452
1911,21969650
1912,73181712
1913,517746665
1914,133329577
1915,21249970
1916,20565965
1917,44166798
1918,19413393
1919,188343397
1920,274599515
1921,57107306
1922,493435401
1923,1413688362
1924,177199579
1925,16904210
1926,52966152
1927,372575989
1928,24111487
1929,11403462
1930,128712272
1931,1652541
1932,15647676
1933,14342564
1934,71323944
1935,36665547
1936,20663500
1937,15829003
1938,21021891
1939,335241981
1940,1026665312
1941,27388221
1942,160983113
1943,27890540
1944,18775665
1945,440959097
1946,25117975
1947,14955353
1948,62361163
1949,23043104
1950,18723501
1951,39646219
1952,1364930179
1953,21778391
1954,499342339
1955,21870056
1956,20246842
1957,326260097
1958,113455697
1959,1347071545
1960,1228066555
1961,41605985
1962,1330457336
1963,1278852289
1964,185898176
1965,94194183
1966,103335794
1967,83123925
1968,50888542
1969,78943325
1970,17746914
1971,127858338
1972,18937505
1973,496707164
1974,27101698
1975,17629860
1976,251892709
1977,351157948
1978,30913843
1979,30688696
1980,22080883
1981,19185333
1982,930223086
1983,148778898
1984,176108852
1985,389060072
1986,742143
1987,229741819
1988,135293064
1989,500704345
1990,209640562
1991,131351549
1992,20168605
1993,42064645
1994,497262990
1995,55840804
1996,19898168
1997,18323740
1998,128572389
1999,24126361
2000,97755495
2001,69625014
2002,312329858
2003,492558502
2004,227837245
2005,1205271949
2006,227755413
2007,278652795
2008,851516892
2009,303898942
2010,5490392
2011,34854297
2012,30261067
2013,9667812
2014,1141278468
2015,18525171
2016,135348838
2017,822516158
2018,351915951
2019,207582318
2020,49213077
2021,1016213533
2022,304912237
2023,18102821
2024,887181830
2025,24402238
2026,2890961
2027,424595791
2028,242763001
2029,37397428
2030,611654339
2031,17973508
2032,14362028
2033,61657281
2034,252738486
2035,934169442
2036,427003505
2037,152125097
2038,794726682
2039,568353057
2040,17002185
2041,989928722
2042,905717060
2043,150224923
2044,64300328
2045,15976697
2046,309831852
2047,25685450
2048,144937010
2049,122239170
2050,18703437
2051,52419540
2052,1128786236
2053,833118902
2054,759901363
2055,199640036
2056,17681461
2057,19224439
2058,25163231
2059,47371913
2060,349668799
2061,35094823
2062,24266406
2063,21388284
2064,234744365
2065,351874371
2066,163566509
